(R, 1)[0] => [[1, 0], [0, 0]]
(R, 4)[0] => [[27, -17], [26, -17]]
(R, 4)[0] => [[28, -17], [27, -17]]
(R, 4)[0] => [[29, -17], [28, -17]]
(R, 4)[0] => [[30, -17], [29, -17]]
(L, 4)[0] => [[29, -17], [29, -17]]
(L, 4)[0] => [[28, -17], [29, -17]]
(L, 4)[0] => [[27, -17], [28, -17]]
(L, 4)[0] => [[26, -17], [27, -17]]
(D, 2)[0] => [[26, -18], [27, -17]]
(D, 2)[0] => [[26, -19], [26, -18]]
(U, 3)[0] => [[26, -18], [26, -18]]
(U, 3)[0] => [[26, -17], [26, -18]]
(U, 3)[0] => [[26, -16], [26, -17]]
(D, 3)[0] => [[26, -17], [26, -17]]
(D, 3)[0] => [[26, -18], [26, -17]]
(D, 3)[0] => [[26, -19], [26, -18]]
(L, 4)[0] => [[25, -19], [26, -18]]
(L, 4)[0] => [[24, -19], [25, -19]]
(L, 4)[0] => [[23, -19], [24, -19]]
(L, 4)[0] => [[22, -19], [23, -19]]
(D, 2)[0] => [[22, -20], [23, -19]]
(D, 2)[0] => [[22, -21], [22, -20]]
(R, 4)[0] => [[23, -21], [22, -20]]
(R, 4)[0] => [[24, -21], [23, -21]]
(R, 4)[0] => [[25, -21], [24, -21]]
(R, 4)[0] => [[26, -21], [25, -21]]
(D, 3)[0] => [[26, -22], [25, -21]]
(D, 3)[0] => [[26, -23], [26, -22]]
(D, 3)[0] => [[26, -24], [26, -23]]
(L, 2)[0] => [[25, -24], [26, -23]]
(L, 2)[0] => [[24, -24], [25, -24]]
(R, 4)[0] => [[25, -24], [25, -24]]
(R, 4)[0] => [[26, -24], [25, -24]]
(R, 4)[0] => [[27, -24], [26, -24]]
(R, 4)[0] => [[28, -24], [27, -24]]
(D, 2)[0] => [[28, -25], [27, -24]]
(D, 2)[0] => [[28, -26], [28, -25]]
(L, 2)[0] => [[27, -26], [28, -25]]
(L, 2)[0] => [[26, -26], [27, -26]]
(R, 2)[0] => [[27, -26], [27, -26]]
(R, 2)[0] => [[28, -26], [27, -26]]
(D, 4)[0] => [[28, -27], [27, -26]]
(D, 4)[0] => [[28, -28], [28, -27]]
(D, 4)[0] => [[28, -29], [28, -28]]
(D, 4)[0] => [[28, -30], [28, -29]]
(R, 1)[0] => [[29, -30], [28, -29]]
(D, 3)[0] => [[29, -31], [29, -30]]
(D, 3)[0] => [[29, -32], [29, -31]]
(D, 3)[0] => [[29, -33], [29, -32]]
(L, 2)[0] => [[28, -33], [29, -32]]
(L, 2)[0] => [[27, -33], [28, -33]]
(U, 1)[0] => [[27, -32], [28, -33]]
(D, 1)[0] => [[27, -33], [28, -33]]
(R, 3)[0] => [[28, -33], [28, -33]]
(R, 3)[0] => [[29, -33], [28, -33]]
(R, 3)[0] => [[30, -33], [29, -33]]
(D, 3)[0] => [[30, -34], [29, -33]]
(D, 3)[0] => [[30, -35], [30, -34]]
(D, 3)[0] => [[30, -36], [30, -35]]
(R, 3)[0] => [[31, -36], [30, -35]]
(R, 3)[0] => [[32, -36], [31, -36]]
(R, 3)[0] => [[33, -36], [32, -36]]
(D, 3)[0] => [[33, -37], [32, -36]]
(D, 3)[0] => [[33, -38], [33, -37]]
(D, 3)[0] => [[33, -39], [33, -38]]
(L, 4)[0] => [[32, -39], [33, -38]]
(L, 4)[0] => [[31, -39], [32, -39]]
(L, 4)[0] => [[30, -39], [31, -39]]
(L, 4)[0] => [[29, -39], [30, -39]]
(R, 3)[0] => [[30, -39], [30, -39]]
(R, 3)[0] => [[31, -39], [30, -39]]
(R, 3)[0] => [[32, -39], [31, -39]]
(D, 3)[0] => [[32, -40], [31, -39]]
(D, 3)[0] => [[32, -41], [32, -40]]
(D, 3)[0] => [[32, -42], [32, -41]]
(U, 3)[0] => [[32, -41], [32, -41]]
(U, 3)[0] => [[32, -40], [32, -41]]
(U, 3)[0] => [[32, -39], [32, -40]]
(R, 1)[0] => [[33, -39], [32, -40]]
(L, 4)[0] => [[32, -39], [32, -40]]
(L, 4)[0] => [[31, -39], [32, -40]]
(L, 4)[0] => [[30, -39], [31, -39]]
(L, 4)[0] => [[29, -39], [30, -39]]
(R, 3)[0] => [[30, -39], [30, -39]]
(R, 3)[0] => [[31, -39], [30, -39]]
(R, 3)[0] => [[32, -39], [31, -39]]
(L, 2)[0] => [[31, -39], [31, -39]]
(L, 2)[0] => [[30, -39], [31, -39]]
(D, 3)[0] => [[30, -40], [31, -39]]
(D, 3)[0] => [[30, -41], [30, -40]]
(D, 3)[0] => [[30, -42], [30, -41]]
(L, 4)[0] => [[29, -42], [30, -41]]
(L, 4)[0] => [[28, -42], [29, -42]]
(L, 4)[0] => [[27, -42], [28, -42]]
(L, 4)[0] => [[26, -42], [27, -42]]
(R, 1)[0] => [[27, -42], [27, -42]]
(D, 4)[0] => [[27, -43], [27, -42]]
(D, 4)[0] => [[27, -44], [27, -43]]
(D, 4)[0] => [[27, -45], [27, -44]]
(D, 4)[0] => [[27, -46], [27, -45]]
(L, 3)[0] => [[26, -46], [27, -45]]
(L, 3)[0] => [[25, -46], [26, -46]]
(L, 3)[0] => [[24, -46], [25, -46]]
(U, 4)[0] => [[24, -45], [25, -46]]
(U, 4)[0] => [[24, -44], [24, -45]]
(U, 4)[0] => [[24, -43], [24, -44]]
(U, 4)[0] => [[24, -42], [24, -43]]
(L, 4)[0] => [[23, -42], [24, -43]]
(L, 4)[0] => [[22, -42], [23, -42]]
(L, 4)[0] => [[21, -42], [22, -42]]
(L, 4)[0] => [[20, -42], [21, -42]]
(D, 1)[0] => [[20, -43], [21, -42]]
(R, 3)[0] => [[21, -43], [21, -42]]
(R, 3)[0] => [[22, -43], [21, -42]]
(R, 3)[0] => [[23, -43], [22, -43]]
(D, 4)[0] => [[23, -44], [22, -43]]
(D, 4)[0] => [[23, -45], [23, -44]]
(D, 4)[0] => [[23, -46], [23, -45]]
(D, 4)[0] => [[23, -47], [23, -46]]
(R, 3)[0] => [[24, -47], [23, -46]]
(R, 3)[0] => [[25, -47], [24, -47]]
(R, 3)[0] => [[26, -47], [25, -47]]
(L, 3)[0] => [[25, -47], [25, -47]]
(L, 3)[0] => [[24, -47], [25, -47]]
(L, 3)[0] => [[23, -47], [24, -47]]
(U, 1)[0] => [[23, -46], [24, -47]]
(L, 1)[0] => [[22, -46], [23, -46]]
(U, 2)[0] => [[22, -45], [23, -46]]
(U, 2)[0] => [[22, -44], [22, -45]]
(R, 3)[0] => [[23, -44], [22, -45]]
(R, 3)[0] => [[24, -44], [23, -44]]
(R, 3)[0] => [[25, -44], [24, -44]]
(U, 2)[0] => [[25, -43], [24, -44]]
(U, 2)[0] => [[25, -42], [25, -43]]
(R, 5)[0] => [[26, -42], [25, -43]]
(R, 5)[0] => [[27, -42], [26, -42]]
(R, 5)[0] => [[28, -42], [27, -42]]
(R, 5)[0] => [[29, -42], [28, -42]]
(R, 5)[0] => [[30, -42], [29, -42]]
(D, 1)[0] => [[30, -43], [29, -42]]
(U, 3)[0] => [[30, -42], [29, -42]]
(U, 3)[0] => [[30, -41], [29, -42]]
(U, 3)[0] => [[30, -40], [30, -41]]
(L, 2)[0] => [[29, -40], [30, -41]]
(L, 2)[0] => [[28, -40], [29, -40]]
(U, 1)[0] => [[28, -39], [29, -40]]
(R, 5)[0] => [[29, -39], [29, -40]]
(R, 5)[0] => [[30, -39], [29, -40]]
(R, 5)[0] => [[31, -39], [30, -39]]
(R, 5)[0] => [[32, -39], [31, -39]]
(R, 5)[0] => [[33, -39], [32, -39]]
(L, 2)[0] => [[32, -39], [32, -39]]
(L, 2)[0] => [[31, -39], [32, -39]]
(R, 4)[0] => [[32, -39], [32, -39]]
(R, 4)[0] => [[33, -39], [32, -39]]
(R, 4)[0] => [[34, -39], [33, -39]]
(R, 4)[0] => [[35, -39], [34, -39]]
(U, 4)[0] => [[35, -38], [34, -39]]
(U, 4)[0] => [[35, -37], [35, -38]]
(U, 4)[0] => [[35, -36], [35, -37]]
(U, 4)[0] => [[35, -35], [35, -36]]
(R, 1)[0] => [[36, -35], [35, -36]]
(D, 3)[0] => [[36, -36], [35, -36]]
(D, 3)[0] => [[36, -37], [35, -36]]
(D, 3)[0] => [[36, -38], [36, -37]]
(L, 4)[0] => [[35, -38], [36, -37]]
(L, 4)[0] => [[34, -38], [35, -38]]
(L, 4)[0] => [[33, -38], [34, -38]]
(L, 4)[0] => [[32, -38], [33, -38]]
(D, 5)[0] => [[32, -39], [33, -38]]
(D, 5)[0] => [[32, -40], [32, -39]]
(D, 5)[0] => [[32, -41], [32, -40]]
(D, 5)[0] => [[32, -42], [32, -41]]
(D, 5)[0] => [[32, -43], [32, -42]]
(L, 4)[0] => [[31, -43], [32, -42]]
(L, 4)[0] => [[30, -43], [31, -43]]
(L, 4)[0] => [[29, -43], [30, -43]]
(L, 4)[0] => [[28, -43], [29, -43]]
(U, 1)[0] => [[28, -42], [29, -43]]
(R, 1)[0] => [[29, -42], [29, -43]]
(U, 2)[0] => [[29, -41], [29, -42]]
(U, 2)[0] => [[29, -40], [29, -41]]
(L, 5)[0] => [[28, -40], [29, -41]]
(L, 5)[0] => [[27, -40], [28, -40]]
(L, 5)[0] => [[26, -40], [27, -40]]
(L, 5)[0] => [[25, -40], [26, -40]]
(L, 5)[0] => [[24, -40], [25, -40]]
(U, 4)[0] => [[24, -39], [25, -40]]
(U, 4)[0] => [[24, -38], [24, -39]]
(U, 4)[0] => [[24, -37], [24, -38]]
(U, 4)[0] => [[24, -36], [24, -37]]
(R, 3)[0] => [[25, -36], [24, -37]]
(R, 3)[0] => [[26, -36], [25, -36]]
(R, 3)[0] => [[27, -36], [26, -36]]
(D, 2)[0] => [[27, -37], [26, -36]]
(D, 2)[0] => [[27, -38], [27, -37]]
(U, 5)[0] => [[27, -37], [27, -37]]
(U, 5)[0] => [[27, -36], [27, -37]]
(U, 5)[0] => [[27, -35], [27, -36]]
(U, 5)[0] => [[27, -34], [27, -35]]
(U, 5)[0] => [[27, -33], [27, -34]]
(D, 1)[0] => [[27, -34], [27, -34]]
(R, 2)[0] => [[28, -34], [27, -34]]
(R, 2)[0] => [[29, -34], [28, -34]]
(D, 3)[0] => [[29, -35], [28, -34]]
(D, 3)[0] => [[29, -36], [29, -35]]
(D, 3)[0] => [[29, -37], [29, -36]]
(U, 3)[0] => [[29, -36], [29, -36]]
(U, 3)[0] => [[29, -35], [29, -36]]
(U, 3)[0] => [[29, -34], [29, -35]]
(L, 1)[0] => [[28, -34], [29, -35]]
(R, 4)[0] => [[29, -34], [29, -35]]
(R, 4)[0] => [[30, -34], [29, -35]]
(R, 4)[0] => [[31, -34], [30, -34]]
(R, 4)[0] => [[32, -34], [31, -34]]
(L, 5)[0] => [[31, -34], [31, -34]]
(L, 5)[0] => [[30, -34], [31, -34]]
(L, 5)[0] => [[29, -34], [30, -34]]
(L, 5)[0] => [[28, -34], [29, -34]]
(L, 5)[0] => [[27, -34], [28, -34]]
(U, 1)[0] => [[27, -33], [28, -34]]
(L, 3)[0] => [[26, -33], [27, -33]]
(L, 3)[0] => [[25, -33], [26, -33]]
(L, 3)[0] => [[24, -33], [25, -33]]
(D, 5)[0] => [[24, -34], [25, -33]]
(D, 5)[0] => [[24, -35], [24, -34]]
(D, 5)[0] => [[24, -36], [24, -35]]
(D, 5)[0] => [[24, -37], [24, -36]]
(D, 5)[0] => [[24, -38], [24, -37]]
(L, 1)[0] => [[23, -38], [24, -37]]
(U, 1)[0] => [[23, -37], [24, -37]]
(D, 3)[0] => [[23, -38], [24, -37]]
(D, 3)[0] => [[23, -39], [23, -38]]
(D, 3)[0] => [[23, -40], [23, -39]]
(U, 4)[0] => [[23, -39], [23, -39]]
(U, 4)[0] => [[23, -38], [23, -39]]
(U, 4)[0] => [[23, -37], [23, -38]]
(U, 4)[0] => [[23, -36], [23, -37]]
(D, 2)[0] => [[23, -37], [23, -37]]
(D, 2)[0] => [[23, -38], [23, -37]]
(U, 1)[0] => [[23, -37], [23, -37]]
(D, 1)[0] => [[23, -38], [23, -37]]
(R, 4)[0] => [[24, -38], [23, -37]]
(R, 4)[0] => [[25, -38], [24, -38]]
(R, 4)[0] => [[26, -38], [25, -38]]
(R, 4)[0] => [[27, -38], [26, -38]]
(U, 2)[0] => [[27, -37], [26, -38]]
(U, 2)[0] => [[27, -36], [27, -37]]
(D, 4)[0] => [[27, -37], [27, -37]]
(D, 4)[0] => [[27, -38], [27, -37]]
(D, 4)[0] => [[27, -39], [27, -38]]
(D, 4)[0] => [[27, -40], [27, -39]]
(U, 4)[0] => [[27, -39], [27, -39]]
(U, 4)[0] => [[27, -38], [27, -39]]
(U, 4)[0] => [[27, -37], [27, -38]]
(U, 4)[0] => [[27, -36], [27, -37]]
(D, 3)[0] => [[27, -37], [27, -37]]
(D, 3)[0] => [[27, -38], [27, -37]]
(D, 3)[0] => [[27, -39], [27, -38]]
(U, 3)[0] => [[27, -38], [27, -38]]
(U, 3)[0] => [[27, -37], [27, -38]]
(U, 3)[0] => [[27, -36], [27, -37]]
(D, 3)[0] => [[27, -37], [27, -37]]
(D, 3)[0] => [[27, -38], [27, -37]]
(D, 3)[0] => [[27, -39], [27, -38]]
(U, 4)[0] => [[27, -38], [27, -38]]
(U, 4)[0] => [[27, -37], [27, -38]]
(U, 4)[0] => [[27, -36], [27, -37]]
(U, 4)[0] => [[27, -35], [27, -36]]
(R, 5)[0] => [[28, -35], [27, -36]]
(R, 5)[0] => [[29, -35], [28, -35]]
(R, 5)[0] => [[30, -35], [29, -35]]
(R, 5)[0] => [[31, -35], [30, -35]]
(R, 5)[0] => [[32, -35], [31, -35]]
(L, 4)[0] => [[31, -35], [31, -35]]
(L, 4)[0] => [[30, -35], [31, -35]]
(L, 4)[0] => [[29, -35], [30, -35]]
(L, 4)[0] => [[28, -35], [29, -35]]
(U, 2)[0] => [[28, -34], [29, -35]]
(U, 2)[0] => [[28, -33], [28, -34]]
(R, 2)[0] => [[29, -33], [28, -34]]
(R, 2)[0] => [[30, -33], [29, -33]]
(U, 1)[0] => [[30, -32], [29, -33]]
(L, 5)[0] => [[29, -32], [29, -33]]
(L, 5)[0] => [[28, -32], [29, -33]]
(L, 5)[0] => [[27, -32], [28, -32]]
(L, 5)[0] => [[26, -32], [27, -32]]
(L, 5)[0] => [[25, -32], [26, -32]]
(U, 5)[0] => [[25, -31], [26, -32]]
(U, 5)[0] => [[25, -30], [25, -31]]
(U, 5)[0] => [[25, -29], [25, -30]]
(U, 5)[0] => [[25, -28], [25, -29]]
(U, 5)[0] => [[25, -27], [25, -28]]
(D, 5)[0] => [[25, -28], [25, -28]]
(D, 5)[0] => [[25, -29], [25, -28]]
(D, 5)[0] => [[25, -30], [25, -29]]
(D, 5)[0] => [[25, -31], [25, -30]]
(D, 5)[0] => [[25, -32], [25, -31]]
(R, 5)[0] => [[26, -32], [25, -31]]
(R, 5)[0] => [[27, -32], [26, -32]]
(R, 5)[0] => [[28, -32], [27, -32]]
(R, 5)[0] => [[29, -32], [28, -32]]
(R, 5)[0] => [[30, -32], [29, -32]]
(D, 2)[0] => [[30, -33], [29, -32]]
(D, 2)[0] => [[30, -34], [30, -33]]
(R, 3)[0] => [[31, -34], [30, -33]]
(R, 3)[0] => [[32, -34], [31, -34]]
(R, 3)[0] => [[33, -34], [32, -34]]
(D, 1)[0] => [[33, -35], [32, -34]]
(R, 3)[0] => [[34, -35], [33, -35]]
(R, 3)[0] => [[35, -35], [34, -35]]
(R, 3)[0] => [[36, -35], [35, -35]]
(D, 2)[0] => [[36, -36], [35, -35]]
(D, 2)[0] => [[36, -37], [36, -36]]
(R, 3)[0] => [[37, -37], [36, -36]]
(R, 3)[0] => [[38, -37], [37, -37]]
(R, 3)[0] => [[39, -37], [38, -37]]
(L, 4)[0] => [[38, -37], [38, -37]]
(L, 4)[0] => [[37, -37], [38, -37]]
(L, 4)[0] => [[36, -37], [37, -37]]
(L, 4)[0] => [[35, -37], [36, -37]]
(U, 3)[0] => [[35, -36], [36, -37]]
(U, 3)[0] => [[35, -35], [35, -36]]
(U, 3)[0] => [[35, -34], [35, -35]]
(D, 4)[0] => [[35, -35], [35, -35]]
(D, 4)[0] => [[35, -36], [35, -35]]
(D, 4)[0] => [[35, -37], [35, -36]]
(D, 4)[0] => [[35, -38], [35, -37]]
(U, 1)[0] => [[35, -37], [35, -37]]
(L, 2)[0] => [[34, -37], [35, -37]]
(L, 2)[0] => [[33, -37], [34, -37]]
(U, 5)[0] => [[33, -36], [34, -37]]
(U, 5)[0] => [[33, -35], [33, -36]]
(U, 5)[0] => [[33, -34], [33, -35]]
(U, 5)[0] => [[33, -33], [33, -34]]
(U, 5)[0] => [[33, -32], [33, -33]]
(D, 3)[0] => [[33, -33], [33, -33]]
(D, 3)[0] => [[33, -34], [33, -33]]
(D, 3)[0] => [[33, -35], [33, -34]]
(U, 5)[0] => [[33, -34], [33, -34]]
(U, 5)[0] => [[33, -33], [33, -34]]
(U, 5)[0] => [[33, -32], [33, -33]]
(U, 5)[0] => [[33, -31], [33, -32]]
(U, 5)[0] => [[33, -30], [33, -31]]
(L, 4)[0] => [[32, -30], [33, -31]]
(L, 4)[0] => [[31, -30], [32, -30]]
(L, 4)[0] => [[30, -30], [31, -30]]
(L, 4)[0] => [[29, -30], [30, -30]]
(D, 2)[0] => [[29, -31], [30, -30]]
(D, 2)[0] => [[29, -32], [29, -31]]
(L, 2)[0] => [[28, -32], [29, -31]]
(L, 2)[0] => [[27, -32], [28, -32]]
(U, 3)[0] => [[27, -31], [28, -32]]
(U, 3)[0] => [[27, -30], [27, -31]]
(U, 3)[0] => [[27, -29], [27, -30]]
(L, 2)[0] => [[26, -29], [27, -30]]
(L, 2)[0] => [[25, -29], [26, -29]]
(D, 5)[0] => [[25, -30], [26, -29]]
(D, 5)[0] => [[25, -31], [25, -30]]
(D, 5)[0] => [[25, -32], [25, -31]]
(D, 5)[0] => [[25, -33], [25, -32]]
(D, 5)[0] => [[25, -34], [25, -33]]
(L, 3)[0] => [[24, -34], [25, -33]]
(L, 3)[0] => [[23, -34], [24, -34]]
(L, 3)[0] => [[22, -34], [23, -34]]
(R, 1)[0] => [[23, -34], [23, -34]]
(U, 1)[0] => [[23, -33], [23, -34]]
(D, 4)[0] => [[23, -34], [23, -34]]
(D, 4)[0] => [[23, -35], [23, -34]]
(D, 4)[0] => [[23, -36], [23, -35]]
(D, 4)[0] => [[23, -37], [23, -36]]
(L, 4)[0] => [[22, -37], [23, -36]]
(L, 4)[0] => [[21, -37], [22, -37]]
(L, 4)[0] => [[20, -37], [21, -37]]
(L, 4)[0] => [[19, -37], [20, -37]]
(U, 4)[0] => [[19, -36], [20, -37]]
(U, 4)[0] => [[19, -35], [19, -36]]
(U, 4)[0] => [[19, -34], [19, -35]]
(U, 4)[0] => [[19, -33], [19, -34]]
(L, 5)[0] => [[18, -33], [19, -34]]
(L, 5)[0] => [[17, -33], [18, -33]]
(L, 5)[0] => [[16, -33], [17, -33]]
(L, 5)[0] => [[15, -33], [16, -33]]
(L, 5)[0] => [[14, -33], [15, -33]]
(U, 1)[0] => [[14, -32], [15, -33]]
(D, 1)[0] => [[14, -33], [15, -33]]
(R, 1)[0] => [[15, -33], [15, -33]]
(U, 5)[0] => [[15, -32], [15, -33]]
(U, 5)[0] => [[15, -31], [15, -32]]
(U, 5)[0] => [[15, -30], [15, -31]]
(U, 5)[0] => [[15, -29], [15, -30]]
(U, 5)[0] => [[15, -28], [15, -29]]
(D, 2)[0] => [[15, -29], [15, -29]]
(D, 2)[0] => [[15, -30], [15, -29]]
(R, 4)[0] => [[16, -30], [15, -29]]
(R, 4)[0] => [[17, -30], [16, -30]]
(R, 4)[0] => [[18, -30], [17, -30]]
(R, 4)[0] => [[19, -30], [18, -30]]
(D, 5)[0] => [[19, -31], [18, -30]]
(D, 5)[0] => [[19, -32], [19, -31]]
(D, 5)[0] => [[19, -33], [19, -32]]
(D, 5)[0] => [[19, -34], [19, -33]]
(D, 5)[0] => [[19, -35], [19, -34]]
(L, 3)[0] => [[18, -35], [19, -34]]
(L, 3)[0] => [[17, -35], [18, -35]]
(L, 3)[0] => [[16, -35], [17, -35]]
(D, 5)[0] => [[16, -36], [17, -35]]
(D, 5)[0] => [[16, -37], [16, -36]]
(D, 5)[0] => [[16, -38], [16, -37]]
(D, 5)[0] => [[16, -39], [16, -38]]
(D, 5)[0] => [[16, -40], [16, -39]]
(L, 4)[0] => [[15, -40], [16, -39]]
(L, 4)[0] => [[14, -40], [15, -40]]
(L, 4)[0] => [[13, -40], [14, -40]]
(L, 4)[0] => [[12, -40], [13, -40]]
(U, 3)[0] => [[12, -39], [13, -40]]
(U, 3)[0] => [[12, -38], [12, -39]]
(U, 3)[0] => [[12, -37], [12, -38]]
(L, 2)[0] => [[11, -37], [12, -38]]
(L, 2)[0] => [[10, -37], [11, -37]]
(U, 1)[0] => [[10, -36], [11, -37]]
(L, 2)[0] => [[9, -36], [10, -36]]
(L, 2)[0] => [[8, -36], [9, -36]]
(U, 4)[0] => [[8, -35], [9, -36]]
(U, 4)[0] => [[8, -34], [8, -35]]
(U, 4)[0] => [[8, -33], [8, -34]]
(U, 4)[0] => [[8, -32], [8, -33]]
(L, 4)[0] => [[7, -32], [8, -33]]
(L, 4)[0] => [[6, -32], [7, -32]]
(L, 4)[0] => [[5, -32], [6, -32]]
(L, 4)[0] => [[4, -32], [5, -32]]
(R, 2)[0] => [[5, -32], [5, -32]]
(R, 2)[0] => [[6, -32], [5, -32]]
(L, 4)[0] => [[5, -32], [5, -32]]
(L, 4)[0] => [[4, -32], [5, -32]]
(L, 4)[0] => [[3, -32], [4, -32]]
(L, 4)[0] => [[2, -32], [3, -32]]
(R, 1)[0] => [[3, -32], [3, -32]]
(U, 4)[0] => [[3, -31], [3, -32]]
(U, 4)[0] => [[3, -30], [3, -31]]
(U, 4)[0] => [[3, -29], [3, -30]]
(U, 4)[0] => [[3, -28], [3, -29]]
(D, 3)[0] => [[3, -29], [3, -29]]
(D, 3)[0] => [[3, -30], [3, -29]]
(D, 3)[0] => [[3, -31], [3, -30]]
(U, 1)[0] => [[3, -30], [3, -30]]
(L, 6)[0] => [[2, -30], [3, -30]]
(L, 6)[0] => [[1, -30], [2, -30]]
(L, 6)[0] => [[0, -30], [1, -30]]
(L, 6)[0] => [[-1, -30], [0, -30]]
(L, 6)[0] => [[-2, -30], [-1, -30]]
(L, 6)[0] => [[-3, -30], [-2, -30]]
(U, 5)[0] => [[-3, -29], [-2, -30]]
(U, 5)[0] => [[-3, -28], [-3, -29]]
(U, 5)[0] => [[-3, -27], [-3, -28]]
(U, 5)[0] => [[-3, -26], [-3, -27]]
(U, 5)[0] => [[-3, -25], [-3, -26]]
(L, 4)[0] => [[-4, -25], [-3, -26]]
(L, 4)[0] => [[-5, -25], [-4, -25]]
(L, 4)[0] => [[-6, -25], [-5, -25]]
(L, 4)[0] => [[-7, -25], [-6, -25]]
(D, 6)[0] => [[-7, -26], [-6, -25]]
(D, 6)[0] => [[-7, -27], [-7, -26]]
(D, 6)[0] => [[-7, -28], [-7, -27]]
(D, 6)[0] => [[-7, -29], [-7, -28]]
(D, 6)[0] => [[-7, -30], [-7, -29]]
(D, 6)[0] => [[-7, -31], [-7, -30]]
(L, 4)[0] => [[-8, -31], [-7, -30]]
(L, 4)[0] => [[-9, -31], [-8, -31]]
(L, 4)[0] => [[-10, -31], [-9, -31]]
(L, 4)[0] => [[-11, -31], [-10, -31]]
(U, 5)[0] => [[-11, -30], [-10, -31]]
(U, 5)[0] => [[-11, -29], [-11, -30]]
(U, 5)[0] => [[-11, -28], [-11, -29]]
(U, 5)[0] => [[-11, -27], [-11, -28]]
(U, 5)[0] => [[-11, -26], [-11, -27]]
(R, 3)[0] => [[-10, -26], [-11, -27]]
(R, 3)[0] => [[-9, -26], [-10, -26]]
(R, 3)[0] => [[-8, -26], [-9, -26]]
(U, 6)[0] => [[-8, -25], [-9, -26]]
(U, 6)[0] => [[-8, -24], [-8, -25]]
(U, 6)[0] => [[-8, -23], [-8, -24]]
(U, 6)[0] => [[-8, -22], [-8, -23]]
(U, 6)[0] => [[-8, -21], [-8, -22]]
(U, 6)[0] => [[-8, -20], [-8, -21]]
(L, 5)[0] => [[-9, -20], [-8, -21]]
(L, 5)[0] => [[-10, -20], [-9, -20]]
(L, 5)[0] => [[-11, -20], [-10, -20]]
(L, 5)[0] => [[-12, -20], [-11, -20]]
(L, 5)[0] => [[-13, -20], [-12, -20]]
(U, 5)[0] => [[-13, -19], [-12, -20]]
(U, 5)[0] => [[-13, -18], [-13, -19]]
(U, 5)[0] => [[-13, -17], [-13, -18]]
(U, 5)[0] => [[-13, -16], [-13, -17]]
(U, 5)[0] => [[-13, -15], [-13, -16]]
(D, 1)[0] => [[-13, -16], [-13, -16]]
(R, 2)[0] => [[-12, -16], [-13, -16]]
(R, 2)[0] => [[-11, -16], [-12, -16]]
(U, 6)[0] => [[-11, -15], [-12, -16]]
(U, 6)[0] => [[-11, -14], [-11, -15]]
(U, 6)[0] => [[-11, -13], [-11, -14]]
(U, 6)[0] => [[-11, -12], [-11, -13]]
(U, 6)[0] => [[-11, -11], [-11, -12]]
(U, 6)[0] => [[-11, -10], [-11, -11]]
(R, 6)[0] => [[-10, -10], [-11, -11]]
(R, 6)[0] => [[-9, -10], [-10, -10]]
(R, 6)[0] => [[-8, -10], [-9, -10]]
(R, 6)[0] => [[-7, -10], [-8, -10]]
(R, 6)[0] => [[-6, -10], [-7, -10]]
(R, 6)[0] => [[-5, -10], [-6, -10]]
(L, 3)[0] => [[-6, -10], [-6, -10]]
(L, 3)[0] => [[-7, -10], [-6, -10]]
(L, 3)[0] => [[-8, -10], [-7, -10]]
(R, 5)[0] => [[-7, -10], [-7, -10]]
(R, 5)[0] => [[-6, -10], [-7, -10]]
(R, 5)[0] => [[-5, -10], [-6, -10]]
(R, 5)[0] => [[-4, -10], [-5, -10]]
(R, 5)[0] => [[-3, -10], [-4, -10]]
(U, 1)[0] => [[-3, -9], [-4, -10]]
(R, 6)[0] => [[-2, -9], [-3, -9]]
(R, 6)[0] => [[-1, -9], [-2, -9]]
(R, 6)[0] => [[0, -9], [-1, -9]]
(R, 6)[0] => [[1, -9], [0, -9]]
(R, 6)[0] => [[2, -9], [1, -9]]
(R, 6)[0] => [[3, -9], [2, -9]]
(D, 6)[0] => [[3, -10], [2, -9]]
(D, 6)[0] => [[3, -11], [3, -10]]
(D, 6)[0] => [[3, -12], [3, -11]]
(D, 6)[0] => [[3, -13], [3, -12]]
(D, 6)[0] => [[3, -14], [3, -13]]
(D, 6)[0] => [[3, -15], [3, -14]]
(R, 6)[0] => [[4, -15], [3, -14]]
(R, 6)[0] => [[5, -15], [4, -15]]
(R, 6)[0] => [[6, -15], [5, -15]]
(R, 6)[0] => [[7, -15], [6, -15]]
(R, 6)[0] => [[8, -15], [7, -15]]
(R, 6)[0] => [[9, -15], [8, -15]]
(U, 2)[0] => [[9, -14], [8, -15]]
(U, 2)[0] => [[9, -13], [9, -14]]
(L, 1)[0] => [[8, -13], [9, -14]]
(D, 6)[0] => [[8, -14], [9, -14]]
(D, 6)[0] => [[8, -15], [9, -14]]
(D, 6)[0] => [[8, -16], [8, -15]]
(D, 6)[0] => [[8, -17], [8, -16]]
(D, 6)[0] => [[8, -18], [8, -17]]
(D, 6)[0] => [[8, -19], [8, -18]]
(L, 5)[0] => [[7, -19], [8, -18]]
(L, 5)[0] => [[6, -19], [7, -19]]
(L, 5)[0] => [[5, -19], [6, -19]]
(L, 5)[0] => [[4, -19], [5, -19]]
(L, 5)[0] => [[3, -19], [4, -19]]
(R, 6)[0] => [[4, -19], [4, -19]]
(R, 6)[0] => [[5, -19], [4, -19]]
